i;|Xi|;|F(Xi)|;profundidad2;dirección0;prob vecinos1
952;123;537
3072;113;352
1810;113;352
3061;113;352
3047;113;352
3056;113;352
2243;113;352
3054;113;352
1532;140;403
3051;113;352
3050;113;352
1335;144;452
3046;113;352
2268;136;381
881;171;614
2267;138;397
2266;153;478
3041;114;353
3039;113;352
3037;113;352
3036;113;352
3038;113;352
5533;335;1889
127;193;709
659;158;532
1394;114;353
2288;114;353
1049;141;398
428;223;1503
7580;512;2934
1759;168;496
3370;114;353
2355;132;562
2279;138;397
1497;213;1140
7549;125;413
7478;114;353
7429;114;352
392;307;2785
1027;123;567
1289;167;771
1481;97;294
588;380;2924
693;219;1983
689;162;1054
1730;130;642
1333;116;333
1158;158;665
2825;88;280
50;739;2864
2818;88;280
2157;95;299
2148;131;525
542;343;1925
1293;256;1054
1256;123;404
2146;89;284
2804;88;280
945;217;786
2138;97;294
939;256;1065
2796;88;280
2135;175;731
4057;103;359
2813;89;281
2812;89;281
2134;147;677
7335;148;554
352;156;652
64;472;2857
246;286;1924
86;317;2151
233;200;820
953;179;660
605;155;573
192;237;974
3447;120;460
766;149;555
1074;136;508
558;184;691
1596;130;540
1894;120;460
498;186;807
698;178;813
2436;121;460
1396;132;503
3410;121;460
7161;128;485
378;49;111
984;151;627
180;49;110
186;143;524
499;63;288
832;158;607
900;147;621
2289;159;620
1134;201;2144
2434;122;460
906;154;586
1906;128;475
905;135;519
2426;121;460
1895;142;548
374;209;1707
2417;120;460
7087;11;48
3372;141;534
7063;2;7
94;284;2019
3120;121;461
438;213;897
1471;260;1086
853;303;1590
682;148;564
7386;36;93
337;161;595
897;143;532
1202;133;483
230;153;578
3451;121;460
2437;129;503
3443;132;503
3448;121;461
2287;130;496
7325;123;461
2433;122;461
3442;121;461
3382;121;461
3439;121;461
2432;129;503
1075;123;461
1390;144;584
1599;120;461
3438;121;461
2422;135;520
604;144;522
2431;123;461
902;145;554
1905;137;520
3437;121;461
653;129;473
3434;121;461
7310;129;476
3433;121;461
3430;121;461
3431;121;461
1208;122;460
1904;131;510
3427;121;461
2428;135;520
1903;129;476
6921;135;520
3091;121;461
3286;144;560
7369;122;460
764;154;655
2312;135;520
1393;144;567
3407;121;461
1205;139;585
2633;120;461
1070;164;646
1387;129;504
1385;167;638
2828;197;779
1891;122;461
7330;121;461
7321;129;503
7312;129;476
3428;137;526
400;143;526
7368;121;461
7366;121;461
7560;190;995
7393;137;520
55;532;2844
80;630;2828
1249;316;1448
369;299;2798
7379;123;461
2445;102;278
779;200;868
442;232;836
993;158;478
655;189;599
1664;102;278
565;167;510
470;116;306
101;512;2880
2003;102;278
1983;102;278
1640;107;285
1925;102;278
3194;102;278
2340;114;305
2954;102;278
2206;189;662
2950;102;278
2944;102;278
2930;102;278
1326;198;661
926;275;980
2565;102;278
2556;102;278
850;248;1022
537;214;707
1093;122;326
298;313;2835
1610;115;333
1083;222;712
1917;113;298
1914;110;300
1212;124;317
1910;110;309
134;335;2762
1407;109;302
2077;109;304
1427;154;461
406;430;2696
607;192;470
1300;123;422
1746;110;440
1735;101;359
2125;101;359
212;309;2831
1304;259;1165
344;169;758
660;266;2019
934;165;551
5140;109;379
1305;199;774
1490;142;525
1489;151;690
2143;147;598
1732;189;836
2738;101;359
2105;158;749
1989;34;96
580;382;2817
516;303;2795
2797;102;360
243;97;383
872;118;383
1170;90;377
860;81;340
1306;76;304
220;166;680
690;149;576
868;77;304
1130;263;2863
2199;118;492
1800;76;304
2228;76;304
866;134;561
1703;101;352
1564;146;491
1526;109;552
1164;145;633
2200;76;304
2803;76;304
7372;323;2831
630;132;423
2091;132;412
1271;137;607
2693;76;304
729;153;624
2086;132;412
3053;76;304
954;160;648
2961;76;304
2690;76;304
2118;99;388
2758;76;304
2097;117;429
1477;107;439
2106;115;378
2710;76;304
294;154;505
2247;129;582
708;194;1428
3364;93;531
1370;186;1074
1199;108;594
1882;197;1532
551;125;921
1581;96;550
2388;104;766
3185;93;531
3373;94;532
332;450;2063
1042;53;357
